propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology,parkingSpace.parkingSpacePrice,labels,newDevelopmentFinished
100403913,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/11/09/1084217028.jpg,IR123,29,,86420.0,chalet,sale,120.0,False,3,1,"EL LAGARILLO, 35328",Las Palmas,Vega de San Mateo,,es,,28.0112443,-15.5333518,False,https://www.idealista.com/inmueble/100403913/,15705,"SAN MATEO-LA YEDRA, TWO-STOREY HOUSE WITH LAND, on a plot of 418 mt2 is the renovated house with technical insulation walls with 120 mt2 (pending cladding) distributed in three bedrooms, bathroom, kitchen, living room and terrace and a separate cave, in a rustic land of rural settlement.  The property has the possibility of residential use or activity focused on rural tourism (technical advice), also has 298 mt2 for cultivation.  It is located five minutes from the center of San Mateo, in the area of Utiaca.  Information: The expenses associated with the purchase and sale of the property such as taxes, management, notary and registration are not included in the price. The data presented are for guidance only and are subject to errors or unintentional omissions.",False,renew,False,,720.0,True,False,False,False,False,False,,,chalet,Vega de San Mateo,"Detached house in El Lagarillo, 35328",,independantHouse,,,
93842444,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b3/53/d2/873043504.jpg,0008-10700,74,,950000.0,chalet,sale,450.0,False,6,4,"TEGUESTE, 5",Las Palmas,Arucas,Los Castillos-Los Portales-Visvique,es,,28.0975727,-15.5345462,True,https://www.idealista.com/inmueble/93842444/,10062,"Spectacular villa in Los Portales with a large plot and excellent views. On the ground floor we find a large living room adapted as a play area, a small kitchen, a cinema room and a gym, as well as a garage for two vehicles and a storage room. Main floor with large living room, kitchen, bedroom, bathroom and large master bedroom suite with dressing room and bathroom. On the upper floor we find another three double bedrooms, bathroom and 140-meter terrace with views of the sea and Las Palmas. Landscaped plot with trees, grass, fountain and heated pool. The property is built with high quality materials in enclosures, floors, carpentry, etc. It is located on a closed street and enjoys great tranquility.",False,good,False,,2111.0,False,False,False,False,False,False,True,True,chalet,"Los Castillos-Los Portales-Visvique, Arucas","Detached house in Tegueste, 5",,independantHouse,,"[{'name': 'villaType', 'text': 'Villa'}]",
100718919,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6a/de/2b/1097662785.jpg,3132-13542,34,8,233000.0,flat,sale,118.0,True,4,2,"Avenida De Escaleritas, 41  -B",Las Palmas,Las Palmas de Gran Canaria,Ciudad Alta,es,Altavista - Don Zoilo,28.1218405,-15.4362233,True,https://www.idealista.com/inmueble/100718919/,189,"For sale magnificent apartment on Avenida De Escaleritas. The house is distributed in a spacious living room with incredible side views to the sea, 4 bedrooms of which 2 have fitted wardrobes, 2 bathrooms and fully equipped kitchen. It has parking space and storage. Excellent location near the viewpoint of the cornice. It has services such as supermarkets, pharmacy, schools, parks and sports centers a few meters from the House. Good connections by public transport and easy access to the highway. VPO housing pending disqualification or registration as a plaintiff. The expenses of the sale (notary, registration, taxes, etc. ) They're not here included in the sale price. The exposed data is indicative and is subject to involuntary errors and omissions.",False,good,False,True,1975.0,False,False,False,False,False,False,True,True,flat,"Altavista - Don Zoilo, Las Palmas de Gran Canaria","Flat in Avenida De Escaleritas, 41  -b",,,,,
100634160,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c3/70/44/1104926438.jpg,VI-2-P01-D,12,1,221000.0,flat,sale,92.0,True,2,2,"Carretera de Chile, 49",Las Palmas,Las Palmas de Gran Canaria,Ciudad Alta,es,Negrín,28.1232901,-15.4466004,True,https://www.idealista.com/obra-nueva/100634160/,1014,"Habitat Costanera is a development of 85 homes with 1, 2, and 3 bedrooms, with a garage and storage room. Our new promotion stands out for its terraces where you will enjoy spectacular views of the ocean and exceptional sunsets. It is located on Crta. From Chile, near the Las Palmeras golf course, Dr. Negrín and a few minutes from Las Canteras beach and Las Arenas shopping center. Habitat Costanera will be designed taking care of all quality parameters and will be modern and functional.",True,newdevelopment,True,True,2402.0,True,False,False,False,False,False,True,True,flat,"Negrín, Las Palmas de Gran Canaria","Flat in Carretera de Chile, 49",,,,,False
93677385,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/3e/eb/1024968696.jpg,MJ062,40,6,566000.0,penthouse,sale,120.0,True,2,2,SALVADOR CUYAS,Las Palmas,Las Palmas de Gran Canaria,Puerto - Canteras,es,Santa Catalina - Canteras,28.1425849,-15.4305713,False,https://www.idealista.com/inmueble/93677385/,2189,"ATIC ON THE FIRST LINE OF THE quarries – THE PALMAS OF GRAN CANARIA Great opportunity to acquire this large penthouse from where you can enjoy breathtaking views, practically of the entire Playa de las Canteras. The property is located in one of the best areas of our capital beach. With its 120 m2 built, it consists of 2 bedrooms, one of them suite type, both equipped with fitted wardrobes, 2 bathrooms, independent kitchen and the jewel of the crown: an impressive terrace, currently glazed, which was covered in a very provisional way, with the possibility of reopening it, partially or totally, in a very simple way. The building materials are of high quality, highlighting the marble used on the floor of the whole house. As for the building, its rehabilitation has been recent, a very quiet and well managed community that has all the necessary services just by walking the street. Do not miss the opportunity to acquire this exclusive property, where the development of your daily life will be very rewarded with the great privilege of being able to enjoy from its magnificent terrace those views that give us an immense tranquility and a feeling of relaxation, so necessary in these times. Information: The sale price does not include taxes of transmission, notary fees, registration fees, or any other that according to law may correspond to the buyer. The information given is for guidance only and is subject to inadvertent errors or omissions.",True,good,False,True,4717.0,True,False,False,False,False,False,,,flat,"Santa Catalina - Canteras, Las Palmas de Gran Canaria",Penthouse in Salvador Cuyas,,penthouse,,,
94825469,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bc/c3/03/899061557.jpg,3132-12614,41,,185000.0,chalet,sale,280.0,False,5,2,"Calle Pedro de la Ascensión, 36",Las Palmas,Telde,San Gregorio,es,,27.9962415,-15.4196066,True,https://www.idealista.com/inmueble/94825469/,14248,"GREAT OPPORTUNITY! . I present to you this wonderful single-family semi-detached house-chalet, with two floors. It consists of: A hall, a dining room, five bedrooms, two bathrooms, two kitchens, a covered terrace and a roof terrace. It has a total area of 280 square meters. The property is distributed as follows: Ground floor: It is located at street level, it has 140 square meters built. Intended for housing, it consists of: Living room, hall, hallway, two bedrooms, a bathroom with top quality materials, storage room and laundry room, a large kitchen and a spacious living room. First floor: It has a constructed area of 140 square meters. Intended for housing, it consists of: From a hall, three bedrooms with large windows to the outside, a hallway, a bathroom, a toilet, a large kitchen, a large dining room and a large covered terrace. If we go up to the top floor, which leads to a wide passable roof terrace of more than 100 meters, and two outbuildings, we will find an ideal space to enjoy the outdoors and celebrate the events or family reunions you want here or relax under the sky. This magnificent house-chalet for families, is in very good condition, has all the services nearby to enjoy an unbeatable quality of life. Sports facilities, schools, parks, supermarkets, cafeterias.. . And everything you might need for your day to day, and most importantly, is located in the same historic center of SAN GREGORIO. COME VISIT WITHOUT COMMITMENT! WE HELP YOU WITH FINANCING! The information detailed here may be subject to inadvertent errors or omissions. Expenses and taxes not included.",False,good,False,,661.0,False,False,False,False,False,False,,,chalet,"San Gregorio, Telde","Terraced house in Calle Pedro de la Ascensión, 36",,terracedHouse,,,
98650607,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e6/fc/73/732517302.jpg,VIVIENDA 4ºA,21,4,441000.0,flat,sale,123.0,True,3,2,"Calle Albareda, 48",Las Palmas,Las Palmas de Gran Canaria,Puerto - Canteras,es,Santa Catalina - Canteras,28.146073,-15.4297909,True,https://www.idealista.com/obra-nueva/98650607/,2583,"In the second line of Las Canteras, just 60 steps from the beach, in front of the aquarium and near the Mercado del Puerto, is located the BUILDING WOERMANN PLAYA, formerly an office building that we have transformed into homes with garages and storage rooms. Distributed in five heights, with six units per floor, we can choose homes with pure lines that respond to a singular and contemporary architecture, where materials and light merge to give prominence to the large rooms. In short, building of new construction, with quality materials in the heart of the city and with all services at your fingertips with garage and storage included.",False,newdevelopment,True,True,3585.0,True,False,False,False,False,False,,,flat,"Santa Catalina - Canteras, Las Palmas de Gran Canaria","Flat in Calle Albareda, 48",,,,,True
100196104,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/7c/a5/1113085152.jpg,DG-LYC,40,6,500000.0,duplex,sale,115.0,True,3,3,"Calle León y Castillo, 162",Las Palmas,Las Palmas de Gran Canaria,Centro,es,Arenales - Lugo - Avda Marítima,28.1172751,-15.4229846,True,https://www.idealista.com/inmueble/100196104/,1476,"For sale this duplex penthouse that has a wonderful terrace where you can enjoy unique moments. It is located on León y Castillo street, in the heart of Arenales, an area that is very well connected. It has a magnificent terrace, its spacious living room-kitchen and three bedrooms, all of them with built-in wardrobes and two are suites with their own bathroom. Fully furnished and equiped kitchen. The main suite, which is located on the upper floor, has a shower tray and Jacuzzi and the other located on the ground floor with a shower tray, in addition, both have their respective sinks, toilets and closets. Also another half bath. Ready to move into. Fully furnished. With a storage room included in the price and a garage space in a nearby building. The building has its 10 apartments and elevator. All expenses and taxes derived from the sale are not included in the price such as; Itp, notary, registration, etc.",False,good,False,True,4348.0,True,False,False,False,False,False,True,True,flat,"Arenales - Lugo - Avda Marítima, Las Palmas de Gran Canaria","Duplex in Calle León y Castillo, 162",,duplex,,,
99458485,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/09/eb/1061870010.jpg,3132-13386,31,3,237000.0,penthouse,sale,88.0,True,2,2,"Salvador Calderon, 8",Las Palmas,Las Palmas de Gran Canaria,Vegueta - Triana,es,Vegueta,28.0970527,-15.4170698,True,https://www.idealista.com/inmueble/99458485/,3495,"Vegueta, brand new remodeled building, on the corner with an elevator, with all exterior rooms. Quality materials and good finishes, only 4 neighbors, one per floor; east and south orientation. Apartment for sale on the third floor of approximately 88 m2 built, distributed in two bedrooms, a bathroom, a living room with a furnished and equipped kitchen. Balcony and terrace with good views and very bright. Very good option to live next to the old part of the city and acquire it as a first home or as an investment to rent it all year round. With all public and private services around. For more information, do not hesitate to contact us. We will help you with the financing arrangements, if necessary. The expenses derived from the sale of the property (notary, registry, taxes, etc. ) are not included in the sale price. The exposed data may be subject to involuntary errors or omissions.",False,good,False,True,2693.0,False,False,False,False,False,False,,,flat,"Vegueta, Las Palmas de Gran Canaria","Penthouse in Salvador Calderon, 8",,penthouse,,,
99899793,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/74/1e/1059720423.jpg,11104-RPA,22,3,295000.0,flat,sale,100.0,True,3,2,Calle Fernando Guanarteme,Las Palmas,Las Palmas de Gran Canaria,Puerto - Canteras,es,Guanarteme,28.1341255,-15.4396093,False,https://www.idealista.com/inmueble/99899793/,1221,"Great apartment in the middle of Guanarteme. Housing with many possibilities after reform due to the spaciousness of the rooms and the luminosity. Distributed in three bedrooms with fitted wardrobes, separate kitchen with dining room, living room and two bathrooms with shower. Last plant. It includes a garage and a very large pool room with a terrace to hang out. Located 200 meters from Paseo de Las Canteras, Peña de la Vieja area and close to the commercial and leisure area of Mesa y López in a building without architectural barriers. If you need help with financing, we can help you get it. With Best Credit we will compare between several banking entities to obtain the best conditions.",False,renew,False,True,2950.0,False,False,False,False,False,False,True,True,flat,"Guanarteme, Las Palmas de Gran Canaria",Flat in Calle Fernando Guanarteme,,,,,
100138675,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/41/df/fc/1070512520.jpg,KG0200,25,6,262000.0,flat,sale,39.0,True,1,1,"Calle Portugal, 70",Las Palmas,Las Palmas de Gran Canaria,Puerto - Canteras,es,Guanarteme,28.1358871,-15.4391092,True,https://www.idealista.com/inmueble/100138675/,1400,"Apartment with pool on Paseo de Las Canteras Bright and open-plan apartment in Las Canteras. The property consists of a spacious living-dining room with a balcony with morning sun to enjoy the sun at breakfast. The kitchen is fully equipped with all electrical appliances and with space for a dining table. The floor is natural parquet wood throughout the apartment, except in the bathroom and balcony. The finishes are of a superior quality. The apartment has a security door and has new electrical installation and plumbing throughout the apartment. The building has a pool with a lifeguard, community fees are €40 per month, 24-hour video surveillance, concierge service from 9am-9pm, the building has changed the electrical and plumbing installation, so there are no pending spills. Perfect for a young couple or use in summer periods or make a profit with a tourist rental.",True,good,False,True,6718.0,False,False,False,False,False,False,,,flat,"Guanarteme, Las Palmas de Gran Canaria","Flat in Calle Portugal, 70",,,,"[{'name': 'apartamentoType', 'text': 'Apartment'}]",
97826877,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/63/b1/991887107.jpg,0008-11148,16,1,200154.0,flat,sale,60.0,False,2,1,Ángel Guimerá,Las Palmas,Las Palmas de Gran Canaria,Centro,es,Arenales - Lugo - Avda Marítima,28.1173308,-15.4266007,False,https://www.idealista.com/inmueble/97826877/,1172,"Great apartment in one of the most popular areas of Las Palmas de Gran Canaria, in Arenales. Surrounded by all kinds of services. 100 meters from the Pino Clinic, 10 minutes walk from the Multiple Uses area. Newly built building with design materials and an ecofriendly concept. The roof of the building is accessible from the elevator and has a garden chill out area. The flat has an area of 55 meters built, two bedrooms, a bathroom, a living room and a fully equipped kitchen with a conventional oven, an induction hob, an extractor fan, and an integrated washing machine and refrigerator. Interior doors and ceiling-high cabinets lacquered in matt black with high-quality fittings. GARAGE PLACE not included in the price available from €29,500. Also available STORAGE ROOM (ask for price) Also ideal as an investment to rent, due to its location close to all kinds of public bodies, educational centers, etc.",False,good,False,True,3336.0,True,False,False,False,False,False,,,flat,"Arenales - Lugo - Avda Marítima, Las Palmas de Gran Canaria",Flat in Ángel Guimerá,,,,,
100808986,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/40/b2/c7/1101314267.jpg,0008-11399,40,,300000.0,chalet,sale,260.0,False,10,2,"Don Pedro Infinito, 151",Las Palmas,Las Palmas de Gran Canaria,Ciudad Alta,es,Schamann - Rehoyas,28.1073036,-15.4364412,True,https://www.idealista.com/inmueble/100808986/,1806,"Country house with two floors, with a house in each of them. In the main artery of the commercial area of the Schamann neighborhood, we present this property with infinite opportunities. It consists of: Ground floor with three light patios providing the house with natural light all day, entrance with distributor, living room, bathroom with shower, 4 bedrooms and fitted kitchen. First floor with distributor, living room, bathroom with shower, 6 bedrooms and fitted kitchen. The house has an entrance porch and roof terrace with a fourth sink and another as a room. It should be noted that the two houses have an independent electricity and water meter, having recently undergone a comprehensive reform.",False,good,False,,1154.0,False,False,False,False,False,False,,,chalet,"Schamann - Rehoyas, Las Palmas de Gran Canaria","Terraced house in Don Pedro Infinito, 151",,terracedHouse,,,
97352930,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/7a/01/1034805974.jpg,3132-13063,33,3,290000.0,flat,sale,138.0,True,4,2,"Paseo Tomás Morales, 97",Las Palmas,Las Palmas de Gran Canaria,Centro,es,Arenales - Lugo - Avda Marítima,28.1171162,-15.4265805,True,https://www.idealista.com/inmueble/97352930/,1188,"We offer for sale a magnificent 138 m2 apartment built on Paseo Tomás Morales, in the heart of the city, an excellent area, close to the Government of the Canary Islands, also a few meters from a large park with a children's area and terraces. Surrounded by all the necessary services, supermarkets, pharmacies, bus stops, restaurants, cafes, etc. The apartment is exterior, bright, with two balconies that provide space and clarity. It has two access doors to the house, one to the hall and large living room with balcony and another to the spacious kitchen with utility room. As for the rooms, it has four bedrooms with fitted wardrobes, one of them with a good disposition to use as an office, study room or games room. It also has two full bathrooms with natural ventilation. The apartment is in perfect condition, brand new oak flooring and plinth, white doors and freshly painted.",False,good,False,True,2101.0,False,False,False,False,False,False,True,False,flat,"Arenales - Lugo - Avda Marítima, Las Palmas de Gran Canaria","Flat in Paseo Tomás Morales, 97",,,20000.0,,
101024762,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/46/84/d0/1107406467.jpg,,27,7,640000.0,duplex,sale,116.0,True,2,3,"Calle Blasco Ibáñez, 3",Las Palmas,Las Palmas de Gran Canaria,Centro,es,Alcaravaneras,28.1315346,-15.430254,True,https://www.idealista.com/inmueble/101024762/,1065,"Promotion of new construction finished with the best qualities. Brand new housing. Luxury penthouse with stunning views of Las Alcaravaneras beach, one of the best urban beaches in the Canary Islands. Stylish state-of-the-art homes in a modern frontline building. Penthouse a. Two-bedroom duplex house. On the first floor are the two bedrooms, two bathrooms and a living room. On the upper floor is the kitchen, a living room, a bathroom and access to a spectacular 12-meter terrace with a side view of Las Alcaravaneras beach. All exterior.",False,good,False,True,5517.0,True,False,False,False,False,False,True,True,flat,"Alcaravaneras, Las Palmas de Gran Canaria","Duplex in Calle Blasco Ibáñez, 3",,duplex,,"[{'name': 'luxuryType', 'text': 'Luxury'}]",
100196031,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a9/e7/1a/1110311509.jpg,RM-LYC,40,6,500000.0,duplex,sale,115.0,True,3,3,"Calle León y Castillo, 162",Las Palmas,Las Palmas de Gran Canaria,Centro,es,Arenales - Lugo - Avda Marítima,28.1172751,-15.4229846,True,https://www.idealista.com/inmueble/100196031/,1476,"For sale this duplex penthouse that has a wonderful terrace where you can enjoy unique moments. It is located on León y Castillo street, in the heart of Arenales, an area that is very well connected. It has a magnificent terrace, its spacious living room-kitchen and three bedrooms, all of them with built-in wardrobes and two are suites with their own bathroom. Fully furnished and equiped kitchen. The main suite, which is located on the upper floor, has a shower tray and Jacuzzi and the other located on the ground floor with a shower tray, in addition, both have their respective sinks, toilets and closets. Also another half bath. Ready to move into. Fully furnished. With a storage room included in the price and a garage space in a nearby building. The building has its 10 apartments and elevator. All expenses and taxes derived from the sale are not included in the price such as; Itp, notary, registration, etc.",False,good,False,True,4348.0,True,False,False,False,False,False,True,True,flat,"Arenales - Lugo - Avda Marítima, Las Palmas de Gran Canaria","Duplex in Calle León y Castillo, 162",,duplex,,,
98726069,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bf/fd/5f/1021761488.jpg,10959-LOU,21,2,143000.0,flat,sale,110.0,True,3,2,"Juan Negrin, 1",Las Palmas,Telde,San Gregorio,es,,27.9959591,-15.4136719,True,https://www.idealista.com/inmueble/98726069/,14358,"This bright apartment with many possibilities is sold in a super central area in Telde. This area is very quiet and with all the services you may need very close. You have parks, schools, public transport, supermarkets, pharmacies, etc. one step away. This exterior floor has more than 100 square meters where you can feel comfortable with your family. The floor layout is as follows: Upon entering we find the fully equipped independent kitchen, with a toilet and a laundry room. Then we have the entrance to the master bedroom with a full bathroom and a large dressing room. From the large living room we can enter the rest of the bedrooms or access the large closed balcony that gives us a lot of light. The apartment is sold with all the furniture in the photo, as well as all the electrical appliances. Contact us for a visit without any commitment... If you have financing problems, don't worry! We have a financial department to help you get your home. We await your call!",False,good,False,True,1300.0,False,False,False,False,False,False,,,flat,"San Gregorio, Telde","Flat in Juan Negrin, 1",,,,,
98521905,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/51/66/3f/1015129105.jpg,3132-13235,49,,230000.0,chalet,sale,363.0,False,2,1,"Calle Antonio Maura, 27",Las Palmas,Telde,Callejón del Castillo - El Calero - Las Huesas,es,,27.9961562,-15.399459,True,https://www.idealista.com/inmueble/98521905/,14617,"Magnificent terraced house in the municipality of Telde, located in Las Huesas. The entire floor of the house is made of marble, except for the stairs, which are made of natural granite. It has large windows and light patios that allow natural light to enter the house for greater light and energy savings. The ground floor has a garage with capacity for ten vehicles and a fully equipped bathroom. The first floor consists of a very large living-dining room, with a fully furnished kitchen, two light patios, three spacious bedrooms, a fully equipped bathroom with a shower and a master bedroom with an en-suite bathroom, including a large bathtub. On the second floor we have a large, completely open roof terrace where there is a laundry room with a sink. Due to its location you have a school and an institute just a 10-minute walk away, the Las Huesas soccer field and supermarkets, cafeterias and other restaurant establishments less than a 15-minute walk away, as well as direct access to the GC-1 motorway. Everything you've ever wanted is on the other side of the door. It is ready to move into. It is the ideal home for a couple or family with children. For more information or visit do not hesitate to contact us, we will be happy to answer your questions. WE HELP YOU WITH FINANCING! The expenses of the sale (notary, registration, taxes.. . ) are not included in the sale price. The exposed data may be subject to inadvertent errors or omissions.",True,good,False,,634.0,False,False,False,False,False,False,True,True,chalet,"Callejón del Castillo - El Calero - Las Huesas, Telde","Terraced house in Calle Antonio Maura, 27",,terracedHouse,,,
95909616,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f9/57/55/931511154.jpg,3478-02465,84,,1200000.0,chalet,sale,387.0,False,5,2,"Carretera Teror-Valleseco, 46",Las Palmas,Teror,Teror,es,,28.06192,-15.55114,True,https://www.idealista.com/inmueble/95909616/,13188,"Spectacular farm available on the Highway of Terror to Valleseco, the farm has more than 12.000m2, with access from the same cart, in addition to having two other entrances at the back of the farm, one of them prepared for the entry of trucks. Also within its space and there is a neighborhood pond. It has in its interior a 273 m2 house, with a large living room, 5 bedrooms, 2 bathrooms, kitchen with wood oven, and a large hall. The rooms overlook a beautiful patio of approximately 70 m2, which from a sclera gives us access to a roof where you can enjoy magnificent views. The patio can also be accessed from the back of the farm, where there is a barbecue area, perfect for family enjoyment, In addition, as an accessory, it has a garage-warehouse construction of more than 100m2, with its corresponding walkable roof terrace with fantastic views. Along with this construction it also has a large capacity cistern equipped with motors to pump water in two directions from the large pond that the farm has. Do not hesitate to request your visit.",True,good,False,,3101.0,False,False,True,False,False,False,,,chalet,"Teror, Teror","Detached house in Carretera Teror-Valleseco, 46",,independantHouse,,,
101160000,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/19/43/bc/1112493696.jpg,,35,,285000.0,chalet,sale,420.0,False,4,2,Paseo Lomo Chico,Las Palmas,Arucas,Santidad,es,,28.1097095,-15.5066971,False,https://www.idealista.com/inmueble/101160000/,7077,"Bright and modern single-family house located on Paseo Lomo Chico, in Santidad, Arucas, with spectacular views and just 10 minutes from Las Palmas de GC. Its 420 m2 are distributed as follows: On the ground floor of the property we find three entrances; one, which is the door of a garage with capacity for two cars, another, which is the entrance to the house, and another entrance with beautiful stairs that gives access to a basement with showers, toilets, and a room or study where previously there was an indoor pool. From this entrance you can also access the first floor where there is a gym with spectacular views, which can be used for the same purpose, or simply to enjoy a splendid room where you can enjoy the views. (This part of the property can be used for business) From the other main entrance belonging to the house, we access the second floor, which is made up of a living room, kitchen, bathroom and two bedrooms, one of them a suite with a built-in bathroom and a bright patio. From the kitchen we access by stairs to the roof or terrace that occupies the entire surface of the plot and has a storage room or laundry room. This magnificent house will not leave you indifferent, as care has been taken down to the last detail, with spacious, modern, and bright spaces, as well as being a very quiet and clear area. Do not miss the opportunity to visit it!",False,good,False,,679.0,False,False,False,False,False,False,True,True,chalet,"Santidad, Arucas",Detached house in Paseo Lomo Chico,,independantHouse,,,
100637427,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/39/cc/80/1102921882.jpg,VI-3-3-A,13,3,180000.0,flat,sale,96.0,True,3,2,Calle Matías Jiménez Ruíz no number,Las Palmas,Telde,San Gregorio,es,,27.9929378,-15.4139517,True,https://www.idealista.com/obra-nueva/100637427/,14686,"In our Habitat Telde promotion you can choose 2 and 3 bedroom homes with 2 bathrooms and terrace. Common areas with children's play area. Located in Arauz in Telde, you can enjoy the tranquility without giving up the advantages of being in a big city. Unbeatable location in a residential area in development very close to the center of Telde, a municipality equipped with all services. Perfectly connected with easy access to the GC-100 and GC-102 tracks.",True,newdevelopment,True,True,1875.0,True,False,False,False,False,False,,,flat,"San Gregorio, Telde",Flat in Calle Matías Jiménez Ruíz no number,,,,,False
100955159,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/50/8c/2a/1105084822.jpg,RC-P36,22,4,165350.0,flat,sale,40.0,True,1,1,"Nicolás Estévanez, 33",Las Palmas,Las Palmas de Gran Canaria,Puerto - Canteras,es,Santa Catalina - Canteras,28.1393516,-15.4339658,True,https://www.idealista.com/inmueble/100955159/,1771,"Las Canteras, great exterior apartment. The house is very bright and impeccable, very well decorated and with very good finishes, it is sold fully equipped, complete with furniture, decorations and electrical appliances. The building has two elevators, it is very elegant and well maintained. The apartment is well located in a strategic area a few steps from the beach and the commercial area of Mesa Y López, one step away from all services, shops, supermarkets, bars and restaurants! Everything a luxury at your fingertips! Information: The sale price does not include taxes of the transmission, expenses of notary, registry, or any other that according to law may correspond to the buyer. The exposed data is merely indicative and is subject to errors or omissions.",True,good,False,True,4134.0,True,False,False,False,False,False,,,flat,"Santa Catalina - Canteras, Las Palmas de Gran Canaria","Flat in Nicolás Estévanez, 33",,,,"[{'name': 'apartamentoType', 'text': 'Apartment'}]",
99597897,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/93/6b/dd/1113079775.jpg,TD026,55,bj,120000.0,countryHouse,sale,175.0,False,4,2,"Calle Huertas del Palmar, 36",Las Palmas,Teror,El Palmar,es,,28.0804525,-15.5387673,True,https://www.idealista.com/inmueble/99597897/,11137,"We present this country house, with a large terrace, surrounded by nature, it is located in Palmar de Teror. For cash sale only. All the square meters of the plot and the house are fully registered in the land registry and cadastre. The property is affected urbanistically, until the resolution of the new General Plan of Teror, which are considered presented in due time and form, and are admitted for processing, this brief of allegations and the arguments and documents that accompany it, and that both are taken into account by the competent body when drafting the corresponding resolution proposal. That does not allow bank financing. Cash sale only. The house is located in a very quiet environment, with no neighbors. It is divided into two independent apartments, one for each floor, but which communicate in their entirety as a single-family house. It consists of a plot of 169 square meters, and 175 square meters of housing. The ground floor located at ground level, with its independent access, consists of 75 square meters, from which there is access to the terrace of 94 square meters, of which 11 square meters are a porch with pergola and barbecue. The first floor, with independent access, has a total of 79 square meters. The living room has access to the roof, through a staircase, with a spectacular view, where there is a room of 20 square meters registered and another laundry room. The p. V. P. It does not include the expenses that derive from the sale such as; ITP, notary, registration.",False,good,False,,686.0,False,False,False,False,False,False,True,True,countryHouse,"El Palmar, Teror","Rustic house in Calle Huertas del Palmar, 36",,casaTerrera,,,
98352398,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/95/49/ba/1014666438.jpg,0008-11200,62,,1998000.0,chalet,sale,500.0,False,5,5,Los Martínez de Escobar,Las Palmas,Las Palmas de Gran Canaria,Puerto - Canteras,es,Santa Catalina - Canteras,28.1395213,-15.4342277,False,https://www.idealista.com/inmueble/98352398/,1787,"Spectacular single-family house next to the beach. It has 500 meters built on several floors but it does not cause any problem since it has an elevator that connects all the floors. Main floor with entrance portal, hall, large living room occupying a large central patio with lights, a bathroom and access to a garage with capacity for three cars as well as a utility room with bathroom and storage area. First floor has a large island kitchen with access to a terrace-dining room, a TV room and a large bedroom currently used as a dressing room and a bathroom. Second floor with two double bedrooms, bathroom, bedroom suite with its own bathroom and dressing room and office. Upper floor with roof area divided into two parts. An area with barbecue and dining area and another that can be used as a solarium. The house is located a few meters from the beach in the small beach area.",False,good,False,,3996.0,False,False,False,False,False,False,True,True,chalet,"Santa Catalina - Canteras, Las Palmas de Gran Canaria",Terraced house in Los Martínez de Escobar,,terracedHouse,,"[{'name': 'luxuryType', 'text': 'Luxury'}]",
