propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,labels,topNewDevelopment,superTopHighlight,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.parkingSpacePrice,newDevelopmentFinished
99802809,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/24/06/1055040773.jpg,55289,56,,680000.0,chalet,sale,317.0,False,4,3,Avenida de la Torre,Málaga,Rincón de la Victoria,Torre de Benagalbón,es,,36.7152282,-4.2679407,False,https://www.idealista.com/inmueble/99802809/,13682,Would you like to have more information about this property in your language? Do not hesitate to contact with our english agent of Imoswiss. Phone: / Doris –Carolina-Patrick.,True,good,False,,2145.0,True,False,True,False,"[{'name': 'villaType', 'text': 'Villa'}]",False,False,True,True,chalet,independantHouse,"Torre de Benagalbón, Rincón de la Victoria",Detached house in Avenida de la Torre,,,
100190151,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/0e/6f/1112443940.jpg,A605,24,1,299000.0,flat,sale,99.0,True,3,1,Calle Eguiluz,Málaga,Málaga,Cruz de Humilladero,es,Cruz del Humilladero - Los Tilos,36.7144656,-4.4362943,False,https://www.idealista.com/inmueble/100190151/,1537,"SOUTH PERCHEL BUS STATION! 1st floor apartment, all exterior, renovated, 2 bedrooms with the possibility of making 3, large corner terrace, 1 full bathroom with shower, 2 living rooms, furnished and equipped independent kitchen. The house has built-in wardrobes, central air, double glazed windows, stoneware floors, smooth walls and is oriented to the southeast. Garage included in the price! Unbeatable area, close to the beach, shopping centers and surrounded by shops, supermarkets, schools and all kinds of amenities. FOR MORE INFORMATION CALL In compliance with Decree of the Junta de Andalucía 2182005 of October 11, the client is informed that notary, registry, ITP, real estate brokerage and other expenses inherent to the purchase are not included in the price.",False,good,False,True,3020.0,True,False,True,False,,False,False,True,True,flat,,"Cruz del Humilladero - Los Tilos, Málaga",Flat in Calle Eguiluz,,,
98914447,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/21/0f/ef/1027585457.jpg,CHA0579,24,,430000.0,chalet,sale,139.0,False,4,2,Calle Pensamiento,Málaga,Rincón de la Victoria,Cotomar - Urbanizaciones,es,,36.717077,-4.2695935,False,https://www.idealista.com/inmueble/98914447/,13526,"SUPER VILLA WITH 4 BEDROOMS IN COTOMAR. The house has a total area of 139 m², a useful area of 125 m², of which it is distributed over 2 floors, a hall, a fitted kitchen, a complete bathroom, a living-dining room and 2 bedrooms. Second floor: distributor hallway staircase, 2 bedrooms, master bedroom with bathroom en suite, porch and garden that surrounds the house, patio in the lower part of the house with barbecue area, has a laundry room and cellar. The house is located in one of the best areas of Cotomar in the lower area. It has its own cistern, possibility of making a pool. For any questions, please contact us. In compliance with the Decree of the Junta de Andalucía 218/2005 of October 11, we inform that the Property Transfer Tax and the Notary and Registry expenses regulated by tariff are not included in the price. If agency fees are included. [IW].",True,good,False,,3094.0,True,False,True,False,,False,False,,,chalet,independantHouse,"Cotomar - Urbanizaciones, Rincón de la Victoria",Detached house in Calle Pensamiento,,,
100591007,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/13/88/19/1092801153.jpg,GKX 6DT,30,3,339000.0,duplex,sale,90.0,True,3,2,Calle Surinam,Málaga,Torremolinos,Montemar,es,,36.6067952,-4.5107955,False,https://www.idealista.com/inmueble/100591007/,15024,"Top floor apartment in very good condition with large terrace and sea views! The apartment is perfectly located on the border between Benalmadena and Torremolinos with only five minutes walk to a popular beach La Carihuela but also with only five minutes walk to the coastal train that will take you smoothly to ex. Airport, Plaza Mayor or Malaga City. It is a quiet residential area with proximity to supermarkets, restaurants and shopping and of course the beautiful and popular Benalmadena Port which offers everything you could wish for. The mile-long promenade really invites you to run and walk. The apartment is light and airy, flooded with natural light. White freshly painted walls and beautiful white marble floors are throughout the apartment which consists of an inviting hallway with large wardrobe, three bright bedrooms two of which have built in wardrobes. All bedrooms also have space for a double bed each to suit the large family or visiting guests. Two spacious and complete bathrooms, one with bathtub and one with shower. An airy living room with combined dining area, a functional kitchen and a vast large terrace overlooking the Mediterranean Sea. The residence also includes a communal pool area with sun loungers. The apartment also comes with two private parking spaces in the communal garage, one of which can easily be used as a storage room. The elevator goes directly outside the apartment door down to the garage. Welcome to contact the real estate agent for more information. Ref number: 363851.",False,good,False,True,3767.0,True,False,True,False,,False,False,True,True,flat,duplex,"Montemar, Torremolinos",Duplex in Calle Surinam,,,
100689039,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/90/be/73/1095808406.jpg,MLG3-1916,47,,636000.0,chalet,sale,203.0,False,4,4,Calle pitagoras,Málaga,Rincón de la Victoria,Añoreta baja,es,,36.7183118,-4.2417644,False,https://www.idealista.com/inmueble/100689039/,16001,"Fabulous semi-detached house with 4 bedrooms and 4 bathrooms, in Torre de Benagalbón. 203 m2 built. South facing with sea views. Bright living room with direct access to a 22 m2 terrace with awnings. Ducted central air conditioning. wooden floor, climalit windows with motorized blinds and wooden doors. Furnished. It has a garage with capacity for 2 vehicles. Community pools. Elevator and access adapted for people with reduced mobility. DO NOT MISS THIS OPPORTUNITY AND CONTACT US TO MAKE A VISIT. Daurum Estate offers to get the best financing for you up to 100% of the purchase - sale value, whether our house is ours or not. INFORMATION WITHOUT COMMITMENT in the same telephone number of the advertisement. In addition, the possibility of renovation services to accommodate the home to your liking.",True,good,False,,3133.0,True,False,True,False,,False,False,True,True,chalet,terracedHouse,"Añoreta baja, Rincón de la Victoria",Terraced house in Calle pitagoras,,,
94494904,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/24/01/5d/1111182810.jpg,MAS0001,37,bj,525000.0,countryHouse,sale,430.0,False,6,3,Calle Spontini,Málaga,Málaga,Puerto de la Torre,es,Fuente Alegre - El Chaparral - Los Morales,36.7485942,-4.4823831,False,https://www.idealista.com/inmueble/94494904/,6236,"CLAROSAN REAL ESTATE GROUP exclusively sells this large country house with mountain views, with a 3,200 square meter plot with fruit trees and an orchard. The villa has a north-south orientation, with a cool environment in summer and warm in winter. The tranquility of living in nature, with the advantage of being close to the city center (just 10 min) and all its services. The villa has two buildings separated by a patio. The first building houses a laundry room, an equipped kitchen next to a dining room with a fireplace and a shed for supplies and tools. The second building has the house, arranged on two floors. On the first floor we will find, from the entrance hall, a kitchen with a very large dining room, a 40-meter living room with a fireplace, three large bedrooms and two bathrooms (one of them en suite). On the second floor we have three large bedrooms, a living room with a terrace with views of the mountains and a bathroom. Due to the breadth of the plot, it has parking space for several vehicles. Great space for both family and friends to socialize, ideal for a rural hotel or any activity that requires a large space both in the home and in the open air. If you want more information, call us and we will be happy to assist you. CLAROSAN REAL ESTATE GROUP | makes a difference | | clarosan. com Central Offices: C/. Kandinsky, 26 1st Floor, 29010 - Malaga Central Branch: C/. Huescar, 10 local, 29007 - Malaga Torre Atalaya Branch: Avda. Publisher Ángel Caffarena, 3 local, 29010 - Málaga Teatinos Branch: Avda. IS. Manuel Domínguez, 8 local, 29010 - Malaga In compliance with Decree of the Junta de Andalucía 218/2005 of October 11, it is reported that the Property Transfer Tax, Notary and Registry expenses regulated by tariff, are not included in the price. Brokerage fees are included in the price. Validity of prices 7 days, subject to availability and confirmation by owners. It is considered that the description and prices indicated for the properties for sale on this website are correct. However, the information contained in this website may be subject to errors or omissions. Properties may be subject to price change, sale or withdrawal from the market. Contact us by phone, email or by visiting our website.",True,good,False,,1221.0,True,False,True,False,,False,False,True,True,countryHouse,countryHouse,"Fuente Alegre - El Chaparral - Los Morales, Málaga",Estate in Calle Spontini,,,
100635608,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ee/d2/5f/1094198677.jpg,15321,38,,890000.0,chalet,sale,300.0,False,5,4,Calle José María Amado,Málaga,Málaga,Este,es,Parque Clavero,36.7321269,-4.3898873,False,https://www.idealista.com/inmueble/100635608/,3046,"Total surface area 300 m², terraced villa plot area 340 m², usable floor area 240 m², single bedrooms: 5, 4 bathrooms, built-in wardrobes, paving, ext. woodwork (pvc), fireplace, kitchen, dining room, state of repair: in good condition, garage (over 2), garden (own), utility room, facing east, swimming pool (community), reinforced door, security system, sunny, terrace, lands: marble, built-up, pets are allowed (se aceptan), corner, lighting, inner courtyard, energy emission rate: F, 1, energy consumption rate: F, 1.",True,good,False,,2967.0,True,False,True,False,,False,False,True,True,chalet,terracedHouse,"Parque Clavero, Málaga",Terraced house in Calle José María Amado,,,
97852021,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/60/6f/1036420933.jpg,"Pacifico 37, 5°",31,5,840000.0,flat,sale,120.0,True,3,2,Calle Pacífico,Málaga,Málaga,Carretera de Cádiz,es,Paseo Marítimo Oeste-Pacífico,36.6953237,-4.4394772,False,https://www.idealista.com/inmueble/97852021/,3309,"Opportunity 1st line of the beach on Paseo Marítimo de Pacífico, Malaga. Sale of luxury exterior apartment with views of the beach, 5th exterior of 120m2, with terrace in the Pacific area on the beachfront with SEA VIEWS, luxury, completely renovated, brand new. The apartment has air conditioners in all rooms (living room and bedrooms) for hot and cold with a grill system. The floor is parquet and travertine marble in the rooms. Decoration and tasteful wallpapers and beech wood in the living room. There are 3 spacious rooms. In the main room there is a separate bathroom with a jacuzzi. In the same way there are 2 bathrooms counting the one in the main room. Wardrobes in all rooms. Large and bright terrace with access to the living room. All windows are climalit. Apartment renovated 6 months ago. Electrical panel changed. Electronic phone with camera and use of voice. The building has two elevators, a large landing and easy access. South-West orientation, light and sun all day until 20:00 at night. Garage included in the price. The garage space is quite large. Community: 86 Euros abstain real estate Mary Telephone contact .",False,good,False,True,7000.0,True,False,True,False,,False,False,True,True,flat,,"Paseo Marítimo Oeste-Pacífico, Málaga",Flat in Calle Pacífico,,,
100128328,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/f9/3d/1070087332.jpg,AN1045,35,bj,230000.0,flat,sale,116.0,True,3,2,Calle Ancla,Málaga,Benalmádena,Torrequebrada,es,Zona Centro Comercial Torrequebrada,36.5830877,-4.5532872,False,https://www.idealista.com/inmueble/100128328/,19357,"Great opportunity for this great apartment! They are 96 useful meters and 20 meters of semi-covered terrace! The house consists of a very spacious and bright living room that connects with the open, modern and fully equipped kitchen. It is low but with height, it is NOT above street level. It also has three full bedrooms with fitted wardrobes, air conditioning and two bathrooms. (one with bathtub and one with shower) Lighting system throughout the house connected and intelligent. The price includes a private garage (closed Box of 23 meters) and which in turn has its own automatic and independent door and storage room inside the garage itself. The urbanization has common gardens, elevator and swimming pool. Close to the Nueva Torrequebrada shopping center, 500 meters from the beach, Mercadona, restaurants and pharmacies. The House has access for people with reduced mobility. We inform you that our agency fees are already included in the sale price, for which you do not have to pay any type of expense for management or real estate advice. And that in compliance with the Decree of the Junta de Andalucía 218/2005 of October 11, it is reported that notary fees, registration, ITP and other expenses inherent to the sale are not included in the price. The information provided is indicative, is not binding and has no contractual value. Said information may have undergone modifications that have not yet been incorporated. We suggest that you contact the company to obtain the latest data and/or confirm the data set out here.",False,good,False,True,1983.0,True,False,True,False,,False,False,True,True,flat,,"Zona Centro Comercial Torrequebrada, Benalmádena",Flat in Calle Ancla,,,
101024103,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/ba/37/1107385870.jpg,MHM00012,25,1,239000.0,flat,sale,98.0,True,2,2,Avenida de los Argonautas,Málaga,Benalmádena,Montealto,es,,36.5983469,-4.5619432,False,https://www.idealista.com/inmueble/101024103/,18553,"TWO BEDROOM FLAT ARENAL GOLF FIRST PHASE Would you like to live in a quiet place, surrounded by nature and with all the comforts at your fingertips? If so, don't miss this unique opportunity to acquire a flat with multiple advantages on the Costa del Sol. This is a 2 bedroom, 2 bathroom flat, located in an exclusive residential complex with its own golf courses, 4 communal swimming pools and sports areas. The flat is close to one of the most important private hospitals in the area, as well as supermarkets, pharmacies, schools and bus stops. The flat has a surface area of 80 m2 and is distributed in a spacious living room with access to a terrace overlooking the golf course, a fully equipped and furnished kitchen, two bedrooms with fitted wardrobes, two complete bathrooms and a terrace of 18 m closed with Lumon. It also has two parking spaces and a storage room included in the price. This flat is ideal both for investment and personal enjoyment. You will be able to take advantage of the good climate of the Costa del Sol all year round and enjoy its beaches, its gastronomy and its atmosphere. Do not hesitate any longer and contact us to get to know your new home. You will fall in love at first sight. Real estate fees included in the price.",True,good,False,True,2439.0,True,False,True,False,,False,False,True,True,flat,,"Montealto, Benalmádena",Flat in Avenida de los Argonautas,,,
100087383,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f1/83/cf/1085278001.jpg,SA-OF21580,46,2,215000.0,flat,sale,90.0,True,2,1,Calle de la Cruz,Málaga,Torremolinos,Centro,es,Manantiales - Estación de Autobuses,36.6259494,-4.4987866,False,https://www.idealista.com/inmueble/100087383/,12653,"Spacious central apartment. It has an entrance hall, a fully furnished and equipped semi-independent kitchen, a comfortable living room with large windows and access to the terrace. Two large bedrooms and bathroom with whirlpool tub. Large built-in wardrobe, air conditioning in all rooms. It also has its own garage. The building has a swimming pool. Excellent location next to all services and leisure area. One step away from the train and bus stop. Walking less than five minutes from San Miguel street.",False,good,False,True,2389.0,True,False,True,False,,False,False,True,True,flat,,"Manantiales - Estación de Autobuses, Torremolinos",Flat in Calle de la Cruz,,,
100520738,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/40/bf/1090427188.jpg,005403,32,,583000.0,chalet,sale,259.0,False,5,3,Calle Trébol,Málaga,Rincón de la Victoria,Cotomar - Urbanizaciones,es,,36.7187651,-4.2797889,False,https://www.idealista.com/inmueble/100520738/,12612,"Total surface area 259 m², villa usable floor area 235 m², single bedrooms: 5, 3 bathrooms, built-in wardrobes, ext. woodwork (wood), kitchen (amueblada), state of repair: in good condition, garage, garden (own), utility room, facing south, terrace, lands: stoneware.",False,good,False,,2251.0,True,False,True,False,"[{'name': 'villaType', 'text': 'Villa'}, {'name': 'luxuryType', 'text': 'Luxury'}]",False,False,True,True,chalet,independantHouse,"Cotomar - Urbanizaciones, Rincón de la Victoria",Detached house in Calle Trébol,Featured,,
100345856,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/ca/f5/1104533746.jpg,S520,18,,230000.0,chalet,sale,90.0,False,2,2,Avenida Arroyo Hondo,Málaga,Benalmádena,Montealto,es,,36.5983878,-4.5562065,False,https://www.idealista.com/inmueble/100345856/,18207,"Semi-detached house in the Tivoli area, in Arroro de la Miel, with 85m² of housing. The townhouse consists of a living-dining room with access to a 15m² terrace, an independent and equipped kitchen, two bedrooms and two complete bathrooms. The house has two terraces of 15m² each, plus a third of 5m². It is located in an urbanization with gardens and swimming pool. It has community parking. All services are at hand, supermarkets, bars, restaurants, schools, pharmacies, transport, etc. Ideal both to reside all year round, and for investment.! TAKE ADVANTAGE OF THIS OPPORTUNITY! We inform consumers that the indicated price does not include the following expenses: ITP (Patrimonial Transfer Tax), Notary, Registration, as well as any other expense inherent to the sale.",False,good,False,,2556.0,True,False,True,False,,False,False,,,chalet,terracedHouse,"Montealto, Benalmádena",Terraced house in Avenida Arroyo Hondo,,,
100027742,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e8/b2/ef/1068525320.jpg,005392,26,,382000.0,chalet,sale,139.0,False,4,2,Calle Malvaloca,Málaga,Rincón de la Victoria,Cotomar - Urbanizaciones,es,,36.7231127,-4.2790337,False,https://www.idealista.com/inmueble/100027742/,12677,"Total surface area 139 m², semi-detached villa plot area 306 m², usable floor area 125 m², single bedrooms: 4, 1 bathrooms, 1 toilets, age between 30 and 50 years, built-in wardrobes, kitchen (totalmente equipada), state of repair: in good condition, garage, facing south, corner.",False,good,False,,2748.0,True,False,True,False,,False,False,True,True,chalet,semidetachedHouse,"Cotomar - Urbanizaciones, Rincón de la Victoria",Semi-detached house in Calle Malvaloca,Featured,,
101181634,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/03/62/1113505536.jpg,,36,5,525000.0,flat,sale,120.0,True,2,3,Plaza del Remo,Málaga,Torremolinos,La Carihuela - Los Nidos,es,,36.6073085,-4.5040908,False,https://www.idealista.com/inmueble/101181634/,14666,"""NICE VIEWS"". Being inside your home or going out on the terrace and having such impressive views is priceless. Two-bedroom apartment with en-suite bathrooms, very spacious, the master bedroom with access to the terrace, living room, separate kitchen also with access to the terrace, another bathroom, exterior, sunny, excellent location, well connected. Community area with gardens, common areas, two swimming pools, playgrounds. Garage and storage included in the price. Do not think about it and make an appointment to see it. In compliance with the Decree of the Junta de Andalucía 21/2005 of October 11, we inform the client that notary, registry, ITP and other expenses inherent to the purchase are not included in the price. The consumer has the right to receive a copy of the corresponding abbreviated information document of the dwelling.",False,good,False,True,4375.0,True,False,False,False,,False,False,True,True,flat,,"La Carihuela - Los Nidos, Torremolinos",Flat in Plaza del Remo,,,
100491481,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2e/4d/2e/1096624061.jpg,SI-B33230,85,,315000.0,chalet,sale,124.0,False,3,3,UR AÑORETA ARENAL MARINA GOLF,Málaga,Rincón de la Victoria,Añoreta Golf - Paraíso del Sol,es,,36.7306897,-4.243719,False,https://www.idealista.com/inmueble/100491481/,15857,"Fantastic townhouse in a beautiful gated community next to the golf course. Magnificent two-story house with private garden and parking area for two cars. The house is distributed as follows. Ground floor: Entrance from the private parking area for two cars. We access the house and we have the independent kitchen, furnished and equipped, from which we access the laundry room. We have a toilet and a spacious living room with pre-installation for a fireplace. From the living room we have access to the charming private garden with barbecue, covered porch, pergola and fruit trees. The garden has artificial grass and views of the golf course. Tranquility to enjoy BBQ and pleasant moments with family and friends. Upper floor: We access from the entrance hall staircase. We have three bedrooms, two bathrooms with a bathtub, one of them en suite. All the bedrooms in the house have a built-in wardrobe. The floors are marble, we have central air conditioning. The urbanization has a swimming pool for both children and adults, a glass-enclosed paddle tennis court and green areas. Easy exit to the motorway towards Malaga or Almería. Five minutes by car from the beach. Ideal home as a home, as a second residence to enjoy your vacations or weekends or as an investment for rent. Do not stop coming to see it!",False,good,False,,2540.0,True,False,True,False,,False,False,True,True,chalet,terracedHouse,"Añoreta Golf - Paraíso del Sol, Rincón de la Victoria",Terraced house in Ur Añoreta Arenal Marina Golf,,,
99789653,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/24/d9/84/1054542153.jpg,005379,26,,387000.0,chalet,sale,234.0,False,5,2,Camino Paredes,Málaga,Málaga,Este,es,Cerrado de Calderón - Hacienda Paredes,36.7320635,-4.3798886,False,https://www.idealista.com/inmueble/99789653/,3878,"Total surface area 234 m², house usable floor area 174 m², single bedrooms: 5, 2 bathrooms, age, built-in wardrobes, kitchen, utility room, swimming pool, terrace (25 y 29 m2).",False,good,False,,1654.0,True,False,True,False,,False,False,,,chalet,semidetachedHouse,"Cerrado de Calderón - Hacienda Paredes, Málaga",Semi-detached house in Camino Paredes,Featured,,
99557868,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f7/5e/e1/1047466810.jpg,528605,51,,260000.0,chalet,sale,226.0,False,4,3,Calle Carmen Martin Gaite,Málaga,Cártama,Estación,es,,36.7440792,-4.5955127,False,https://www.idealista.com/inmueble/99557868/,15733,"MORE INFORMATION: Call us at tel. 952,089. 991 or 670,204. 521, or visit us at Avda. Europe 73 -Malaga. the torcal THE SEXMO Semi-detached house distributed in: 1st floor: living room, kitchen furnished with electrical appliances and 1 toilet. A/CExterior: Front porch, private parking area for two vehicles and private patio with barbecue and storage room. 2nd floor: 3 bedrooms, 1 full bathroom and A/A. Master bedroom with walk-in closet. 3rd floor: living room, 1 full bathroom, 1 bedroom and private terrace. Urbanization with community pool for adults and a pool for children, tennis court and playground. In compliance with the decree of the Junta de Andalucía 218/2005 of October 11, the client is informed that the notary, registry, ITP, 3% + i. v. A commission and other expenses inherent to the purchase are not included in the price. each agency has its own head and is autonomous.",False,good,False,,1150.0,True,False,True,False,,False,False,,,chalet,semidetachedHouse,"Estación, Cártama",Semi-detached house in Calle Carmen Martin Gaite,,,
101092180,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/3f/72/1109724511.jpg,S544,31,1,213000.0,flat,sale,66.0,True,2,2,Avenida Carlota Alessandri,Málaga,Torremolinos,La Carihuela - Los Nidos,es,,36.607974,-4.508843,False,https://www.idealista.com/inmueble/101092180/,14821,"Fully renovated 66m² apartment, in La Carihuela in Torremolinos, in the heart of the Costa del Sol. The apartment is completely renovated, consists of a spacious and bright living-dining room, an equipped American kitchen, two bedrooms with fitted wardrobes and two complete bathrooms, one of them en suite in one of the rooms. The apartment is ready to enter, fully furnished and equipped. It is a corner, so they have nothing more than a neighbor, at the entrance of the house, as it is a corner, a small terrace has been set up. It has air conditioning. The house is located just 300 meters from Carihuela beach, one of the best beaches on the Costa del Sol. All services are close at hand, supermarkets, transport, schools, pharmacies, bars, restaurants and very close to the port from Benalmadena which can be accessed on foot. An ideal home as a second residence or as an investment. We inform you that the house is currently for office use, the property is processing the change of use to housing, but there is no problem to be able to enjoy it as a home. We inform consumers that the indicated price does not include the following expenses: ITP (Patrimonial Transfer Tax), Notary, Registration, as well as any other expense inherent to the sale.",False,good,False,False,3227.0,False,False,True,False,,False,False,,,flat,,"La Carihuela - Los Nidos, Torremolinos",Flat in Avenida Carlota Alessandri,,,
101170636,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/a4/b0/1113104568.jpg,ADO0640,29,,405000.0,chalet,sale,100.0,False,4,2,"Avenida Manuel Altolaguirre, 3",Málaga,Rincón de la Victoria,La Cala del Moral,es,,36.7157225,-4.3072473,True,https://www.idealista.com/inmueble/101170636/,10180,,False,good,False,,4050.0,False,False,False,False,,False,False,,,chalet,,"La Cala del Moral, Rincón de la Victoria","House in Avenida Manuel Altolaguirre, 3",,,
100671920,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/be/55/91/1097783969.jpg,lc,47,,329000.0,chalet,sale,178.0,False,2,3,Ronda del golf este,Málaga,Benalmádena,Torrequebrada,es,Nueva Torrequebrada,36.5891064,-4.5501678,False,https://www.idealista.com/inmueble/100671920/,18658,"Magnificent semi-detached house in a private urbanization in Torrequebrada Golf. It is divided into two floors, on the ground floor, the spacious hall gives access to a beautiful open kitchen, a guest toilet and a magnificent living room with a fireplace, there is also a basement with a storage room of just over 18 square meters. The staircase has a storage closet that occupies its lower part. Going down the stairs to go to the garden, we have two other large storage rooms. On the upper floor we have two large bedrooms with en-suite bathrooms and a terrace with partial views of the sea and the mountains. It is located near the two main golf courses in Torrequebrada and next to the Torrequebrada Golf School. It also includes a private garage space and community pool open all year. The chalet has a Tourist Rental License that offers a great opportunity for investors! Come visit it without obligation!",True,good,False,,1848.0,True,False,True,False,,False,False,True,True,chalet,terracedHouse,"Nueva Torrequebrada, Benalmádena",Terraced house in Ronda del golf este,,,
99731300,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/aa/69/1052709508.jpg,SA-OF21542,26,1,140000.0,flat,sale,73.0,True,1,1,los jacarandas,Málaga,Benalmádena,Solymar - Puerto Marina,es,,36.6002303,-4.5186729,False,https://www.idealista.com/inmueble/99731300/,16018,"Cozy 45m2 apartment completely renovated on the first floor without elevator. It is distributed in a double bedroom with a full en-suite bathroom with a window. Kitchen open to the living room with access to the terrace in l of 26m2. It has a / a, electric water heater, two built-in wardrobes, climalix windows. Located very close to the beach, supermarkets, bus stop, marina... Etc. Notary and registration fees are not included in the advertised price. the taxes subject to the transmission as the itp for second-hand properties hand or if it is a new work, vat and ajd..",True,good,False,False,1918.0,True,False,True,False,,False,False,,,flat,,"Solymar - Puerto Marina, Benalmádena",Flat in los jacarandas,,,
100938417,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a6/62/23/1105006004.jpg,A-032301,34,2,790000.0,flat,sale,206.0,True,2,2,Solymar - Puerto Marina,Málaga,Benalmádena,Solymar - Puerto Marina,es,,36.5987969,-4.512461,False,https://www.idealista.com/inmueble/100938417/,15861,"We are pleased to present you this spectacular property on the beachfront and the port, in the wonderful Puerto Marina of Benalmádena. This exclusive property, located in a privileged enclave, is distributed as follows: Modern open plan kitchen with an island, integrated into an impressive very spacious and warm living-dining room, thanks to the light it has, and from which you can access its comfortable west-facing terrace, with views of the beach and /or the bay of Benalmádena, where you can sit down to eat, chat or have a cocktail, enjoying the Mediterranean. As we enter the house, we enter the corridor, where we find a full bathroom, a double bedroom with built-in wardrobes and access to another terrace, facing east and with impressive views of the Puerto Marina dock, giving the feeling of being on top of the water. Continuing the tour of the property, we arrive at the master bedroom, very large, with a very spacious bathroom en suite, and also with access to the eastern terrace. Included in the price are a large and sought-after garage space, and a storage room. The building has an infinity pool on the roof of the building, which gives the sensation of merging with the Mediterranean Sea, and which is kept open and heated to 28º every day of the year. The community also has a concierge, maintenance, private security and the port itself 365 days a year, which make it a safe and secure place. In Puerto Marina we have a large number of businesses, restaurants, leisure areas, supermarkets, parks, beaches, and all kinds of amenities and facilities. Just like we can find it throughout the municipality of Benalmádena, a town of tourist interest, located 10 minutes from the airport, 15 minutes from Malaga capital or 30 minutes from Marbella. Do not hesitate to contact us if you have any doubts, questions or wish to arrange a visit.",False,good,False,True,3835.0,True,False,True,False,,False,False,True,True,flat,,"Solymar - Puerto Marina, Benalmádena",Flat,,,
101181888,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/e5/19/1113517698.jpg,AM00433,29,3,290000.0,flat,sale,134.0,True,2,2,Calle Leopoldo Alas Clarín no number,Málaga,Málaga,Carretera de Cádiz,es,Huelin,36.7074471,-4.4343777,True,https://www.idealista.com/inmueble/101181888/,1930,"AMIRA INMOBILIARIA offers you a beautiful bright apartment with a terrace and views of the Huelin park. Includes parking space in the price. Housing in a closed area with a soccer field and playgrounds. It has two bedrooms, one of them with a completely complete en-suite bathroom and a dressing room that continues with an office attached to the master bedroom, it also has another complete bathroom that would serve the rest of the house, a fairly spacious kitchen-dining room, a large separate living-dining room and terrace with open views. Located in one of the best areas of Malaga, due to perfect communications, proximity to the beach, shopping centers, hypermarkets and the large Huelin park. Do not hesitate to contact. REAL ESTATE AMIRA. Your home at your fingertips! (In compliance with the RD of the Junta de Andalucía 2182005 of October 11 In compliance with the RD of the Junta de Andalucía 2182005 of October 11, Messrs. Consumers that the prices indicated do not include the expenses derived from the purchase of real estate according to current laws, (ITP, notarial, registry and real estate expenses).",False,good,False,True,2164.0,False,False,False,False,,False,False,True,True,flat,,"Huelin, Málaga",Flat in Calle Leopoldo Alas Clarín no number,,,
97638270,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/70/c9/bf/985571549.jpg,AP0055,43,3,980000.0,flat,sale,180.0,True,3,2,Avenida Palma de Mallorca,Málaga,Torremolinos,El Bajondillo,es,,36.6192827,-4.5030836,False,https://www.idealista.com/inmueble/97638270/,13483,"Spectacular apartment in the best building in Torremolinos Castillo de San Luis Spacious apartment with 3 bedrooms, two bathrooms and a terrace with stunning sea views in an unbeatable location. It has fitted wardrobes, private parking and storage room. The house has 250m2, facing south. The community has a community pool, community gardens, Contact us to organize a visit! [IW].",False,good,False,True,5444.0,True,False,True,False,,False,False,True,True,flat,,"El Bajondillo, Torremolinos",Flat in Avenida Palma de Mallorca,,,
