propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,labels,parkingSpace.parkingSpacePrice,newDevelopmentFinished
101125098,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/af/d4/dd/1113592121.jpg,198455,21,2,83000.0,flat,sale,56.0,True,2,1,Calle de J. Valdés Guzmán,Zaragoza,Zaragoza,Oliver y Valdefierro,es,Oliver,41.6506162,-0.9273484,False,https://www.idealista.com/inmueble/101125098/,3185,"The home you are looking for in Zaragoza is this: a ready-to-move-in apartment located in the residential Oliver neighborhood. Located on the fourth floor without elevator and just a few minutes drive from the center of the Aragonese capital, this house is a great opportunity to live or invest in this area enjoying all the comforts. This exterior property with double orientation (east - west), has 56 m² built (45 m² useful) that are perfectly distributed in a bright living-dining room, a kitchen equipped with the main electrical appliances, two bedrooms and a bathroom with a window and bathtub. In addition, the house has air conditioning, individual heating, fitted wardrobes, climalit windows and an armored access door to the house. In other words, it has some characteristics that make it a unique opportunity. The apartment is located just a few steps from the Parque del Oeste, ideal for strolling in your free time, and several sports centers such as the Ramiro Solans Pavilion. In addition, the neighborhood has several establishments of interest such as health centers, institutes, schools such as CEIP Fernando el Católico, supermarket chains, local shops of all kinds, pharmacies, bars and restaurants.. . In other words, it has all the services covered. in its surroundings. Regarding transportation, the house has a variety of options in its immediate vicinity since it has numerous bus stops (21, 53, 52... ), and it has very easy access by road to relevant access roads to the city and municipalities. adjoining such as the N-232 and the A-2, which connects with the Z-40. That is, moving from one place to another is not a problem.   Do not lose this opportunity! Call us and we will arrange a visit without any commitment.",True,good,False,False,1482.0,True,False,False,False,False,False,,,flat,,"Oliver, Zaragoza",Flat in Calle de J. Valdés Guzmán,,,,
96504236,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/cd/4b/949157170.jpg,eb471,44,3,209000.0,duplex,sale,117.0,True,3,2,Calle Espoz y Mina,Zaragoza,Zaragoza,Casco Historico,es,Alfonso,41.6566746,-0.8801939,False,https://www.idealista.com/inmueble/96504236/,1143,"Buyer client exempt from additional fees. Housing for sale in BID PERIOD FROM 09/20/2022 TO 09/26/2022 AT 18:00. It is a Spacious Exterior Duplex of 117 m2 built, first floor really making a third. The house is distributed on the ground floor with a living-dining room, kitchen, bathroom, large bedroom, second floor: 2 good-sized bedrooms, bathroom, hall distributor. It has windows in all rooms, it is a flat with lots of natural light, high ceilings, wide spaces and very well used distribution. As additional features: Storage room included in the sale price. Building with elevator at ground level, the house is in good condition, individual gas heating, radiators, wooden floors, fitted kitchen. Located in the Historic District. With very good communication by public transport. Area equipped with multiple commercial areas, shops, leisure and restaurants. Direct phone contact: 666136830/976200648. We find the financing you need.",True,good,False,True,1786.0,True,False,False,False,False,False,,,flat,duplex,"Alfonso, Zaragoza",Duplex in Calle Espoz y Mina,,,,
97608583,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/34/a1/44/984697083.jpg,,31,,270000.0,chalet,sale,350.0,False,4,3,"Camino CASCAJARES, 21 -23",Zaragoza,Zaragoza,Miraflores San Jose,es,La Granja,41.6305475,-0.859129,True,https://www.idealista.com/inmueble/97608583/,3213,"RUSTIC PROPERTY FOR SALE ON URBAN LAND. SPACE, TRANQUILITY AND LUMINOSITY, are the main protagonists of this INDEPENDENT SINGLE-FAMILY, giving your home that feeling of comfort and relaxation that you so desire when you get home. EXCELLENT COMMUNICATIONS: 5 minutes from the 38 and 25 bus stops, the veterinary faculty, schools, and the city exits. 560 m2 of land, distributed in: AN INDEPENDENT SINGLE-FAMILY HOUSE of 330 m2, which consists of 3 floors: STREET FLOOR: - Hello - Large living room with 2 environments - Fully equipped kitchen. - bath 1ST FLOOR: - 2 bedrooms type suite, with bathroom. - 2 bedrooms BASEMENT: - boiler room - 2 large storage rooms - study room or library - cellar - pantry In addition, you can enjoy a porch next to the pool, barbecue, garden. Garage with capacity for 3 cars CHARACTERISTICS: - Terrazzo floors - Fitted wardrobes - Air conditioning - Heating. In addition, the land consists of: - 1 HOUSE to rehabilitate with 2 floors, with an area of 110 m2 per floor. Interested call 688 736 503. Call us without obligation and request information.",False,good,False,,771.0,True,False,True,False,False,False,True,True,chalet,independantHouse,"La Granja, Zaragoza","Detached house in Camino Cascajares, 21 -23",,,,
99109705,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/a7/d5/1033824648.jpg,eb555,28,2,129000.0,flat,sale,98.0,True,3,1,Calle Jerónimo Borao,Zaragoza,Zaragoza,Delicias,es,Ciudad Jardín - Parque Roma,41.6529462,-0.893094,False,https://www.idealista.com/inmueble/99109705/,566,"Buyer customer exempt from additional fees. POSSIBILITY 100% FINANCING. Housing for sale. It is a Luminous Exterior Floor of 98 built distributed is: 3 bedrooms, kitchen, living room. As additional features: Reform of the house started with many possibilities, high ceilings, individual gas heating, interior woodwork, tall windows, window in all rooms including the bathroom. Building built in 1930, has an elevator and ramp. It is located in the center of the city, near the bullring, DGA, Aljafería palace. Good communication through public and private transport. Direct phone contact: / We find the financing you need.",True,renew,False,True,1316.0,False,False,False,False,False,False,,,flat,,"Ciudad Jardín - Parque Roma, Zaragoza",Flat in Calle Jerónimo Borao,,,,
99143923,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/a3/bf/1034973536.jpg,e947,29,,125500.0,countryHouse,sale,167.0,False,4,1,Camino ronda,Zaragoza,Zaragoza,Barrios rurales del norte,es,Montañana,41.6888726,-0.8188579,False,https://www.idealista.com/inmueble/99143923/,7338,"Buyer client exempt from additional fees. Individual house located in the rural neighborhood of Montañana. It has 167 m2 built on an Urban plot of 125 m2. On the ground floor we find a large hall, living room with fireplace, a bedroom, kitchen, bathroom and kitchen with fireplace and access to the outside area. From there you access a large storage room and going up some stairs we find a large terrace with incredible views. On the first floor there are three other rooms, all of which are large. Super bright house with a lot of possibilities. Fulfill the dream of living in an individual house in the countryside but one step away from Zaragoza! We find the financing you need.",True,renew,False,,751.0,True,False,False,False,False,False,True,True,countryHouse,casale,"Montañana, Zaragoza",Country home in Camino ronda,,,,
100651633,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/5b/b1/1094651612.jpg,RP2722023110876,22,2,90000.0,flat,sale,69.0,True,3,1,Calle de Raquel Meller,Zaragoza,Zaragoza,Miraflores San Jose,es,La Granja,41.6380811,-0.8727304,False,https://www.idealista.com/inmueble/100651633/,1809,"Redpiso San José exclusively offers this wonderful home located on Calle Raquel Meller, in the neighborhood of San José, Zaragoza, in front of Plaza Mayor. It is a second floor with elevator, exterior, facing southwest, very bright and has 69 m2 built. The apartment is distributed in three bedrooms, a living room, a bathroom with a bathtub and an equipped kitchen. The Community Fee is approximately €50. All the windows of the house are changed to climalit. The property is located in a residential area, quiet and with all the necessary services for day-to-day living, health centers, schools, shops and green areas. It is a perfect opportunity to update the property, since it has multiple possibilities. If you are thinking about buying, don't worry, we have our own DCREDIT financial department with which we offer totally free advice. Call us and we will arrange a visit! You will love it!",False,renew,False,True,1304.0,True,False,False,False,False,False,,,flat,,"La Granja, Zaragoza",Flat in Calle de Raquel Meller,,,,
99617828,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d8/af/c3/1049433357.jpg,e987,28,9,256000.0,flat,sale,100.0,True,3,2,agustin,Zaragoza,Zaragoza,Delicias,es,Ciudad Jardín - Parque Roma,41.6541626,-0.895233,False,https://www.idealista.com/inmueble/99617828/,783,"Buyer customer exempt from additional fees. Housing located in the Portillo de Zaragoza area. High floor, with excellent views, with elevator. It has three bedrooms, a large living room, kitchen and two bathrooms. With a small balcony, the entire house is exterior and with exceptional views. Heating, air conditioning, double glazing, parquet floors and oak doors. It has a large garage space, included in the price (in a nearby building) Do not hesitate to arrange a visit. We find the financing you need.",True,good,False,True,2560.0,True,False,False,False,False,False,True,True,flat,,"Ciudad Jardín - Parque Roma, Zaragoza",Flat in agustin,,,,
98998633,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/99/63/1066673108.jpg,VI-3-5-15-A,57,15,321000.0,flat,sale,131.0,True,3,2,"Avenida Navarra, 104",Zaragoza,Zaragoza,Delicias,es,Bombarda - Monsalud,41.6572104,-0.9132016,True,https://www.idealista.com/obra-nueva/98998633/,2209,"Casanate offers you a unique space to live, large green areas with swimming pool, playground, fully equipped gym and local community. Recharge your electric vehicle or collect your packages from your online purchases through the Citibox system. Connected with modern life. Casanate consists of 198 homes of 2, 3 and 4 bedrooms, with optimal distributions, very bright and with large terraces.",True,newdevelopment,True,True,2450.0,True,False,False,False,False,False,,,flat,,"Bombarda - Monsalud, Zaragoza","Flat in Avenida Navarra, 104",,,,True
100667878,https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/6d/81/de/1095149613.jpg,VI-3-5-01-C,57,1,325000.0,flat,sale,144.0,True,4,2,"Avenida Navarra, 104",Zaragoza,Zaragoza,Delicias,es,Bombarda - Monsalud,41.6572104,-0.9132016,True,https://www.idealista.com/obra-nueva/100667878/,2209,"Casanate offers you a unique space to live, large green areas with swimming pool, playground, fully equipped gym and local community. Recharge your electric vehicle or collect your packages from your online purchases through the Citibox system. Connected with modern life. Casanate consists of 198 homes of 2, 3 and 4 bedrooms, with optimal distributions, very bright and with large terraces.",True,newdevelopment,True,True,2257.0,True,False,False,False,False,False,,,flat,,"Bombarda - Monsalud, Zaragoza","Flat in Avenida Navarra, 104",,,,True
100571159,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/70/d5/89/1092153836.jpg,f74,65,,254000.0,chalet,sale,217.0,False,4,4,cabecico redondo,Zaragoza,Cuarte de Huerva,,es,,41.5873521,-0.9271896,False,https://www.idealista.com/inmueble/100571159/,7533,"Buyer customer exempt from additional fees. Cozy multi-family home, located in a quiet environment with green areas, 2-storey house, with an area of 217 M2 distributed in 4 bedrooms, 4 bathrooms, living room, large kitchen, plus 2 large terraces, a balcony, 2 storage rooms and parking place. Equipped kitchen. On the ground floor there is a study room and a bathroom with a shower. Storage room and garage space. On the first floor, there is a spacious living room, a large hall with an Office area, a bathroom, the kitchen and the balcony. On the second floor there are 3 bedrooms, two of them with en-suite bathrooms and fitted wardrobes. Terrace with exit from the master bedroom. The house is in perfect condition, built in 2002. Individual gas heating. High supplies. Pergo floors. Climalit aluminum carpentry. Very spacious and with natural light, impressive. Community fees for only €22 per month. Large garage with automatic door. Access to the study room from the garage and another access through the terrace. The house located in a spectacular area, next to the Cuarte de Huerva viewpoint, leisure area, restaurant, supermarkets, parking spaces, etc. Available to move into. We find the financing you need.",True,good,False,,1171.0,True,False,False,False,False,False,True,True,chalet,terracedHouse,Cuarte de Huerva,Terraced house in cabecico redondo,,,,
95316735,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7b/56/09/915112965.jpg,,27,5,215800.0,penthouse,sale,127.0,True,3,2,"Calle martincho, 25 -27",Zaragoza,Zaragoza,Avda Cataluña-Santa Isabel-Movera,es,Santa Isabel,41.6716399,-0.83017,True,https://www.idealista.com/inmueble/95316735/,5512,"Spacious penthouse in Zaragoza built in 2006, ideal for families. The house has 127 m² built, 95 useful meters, distributed in 3 bedrooms with fitted wardrobes 10.79 m2, 10.67 m2 and 12.84 m2, of which 1 has access to a 6.32 m2 balcony, living-dining room of 26 m2 with access to the balcony, kitchen with access to the laundry room as well as 2 bathrooms of 4 and 4.63 m2. The property is very bright, has parquet floors, individual gas heating, pre-installation of air conditioning. terrace of 29 m2. The building has an elevator, swimming pool and garden. Garage and storage room included. Direct price without commission.",False,good,False,True,1699.0,True,False,False,False,False,False,True,True,flat,penthouse,"Santa Isabel, Zaragoza","Penthouse in Calle martincho, 25 -27",,,,
96836241,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/e2/12/1030933715.jpg,VI-4-6-06-A,58,6,353000.0,penthouse,sale,157.0,True,3,3,"Avenida Navarra, 104",Zaragoza,Zaragoza,Delicias,es,Bombarda - Monsalud,41.6572104,-0.9132016,True,https://www.idealista.com/obra-nueva/96836241/,2209,"Casanate offers you a unique space to live, large green areas with swimming pool, playground, fully equipped gym and local community. Recharge your electric vehicle or collect your packages from your online purchases through the Citibox system. Connected with modern life. Casanate consists of 198 homes of 2, 3 and 4 bedrooms, with optimal distributions, very bright and with large terraces.",True,newdevelopment,True,True,2248.0,True,False,False,False,False,False,,,flat,penthouse,"Bombarda - Monsalud, Zaragoza","Penthouse in Avenida Navarra, 104",,,,True
98617490,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a2/16/b8/1018204264.jpg,e893,29,5,199000.0,penthouse,sale,64.0,True,2,1,monasterio de siresa,Zaragoza,Cuarte de Huerva,,es,,41.5903522,-0.934755,False,https://www.idealista.com/inmueble/98617490/,7528,"Buyer client exempt from Additional Fees. Spectacular Penthouse for sale in the Boulevard of Cuarte de Huerva. It consists of a huge terrace of more than 30 m² with wonderful views, 2 bedrooms with fitted wardrobes, a spacious and very bright living room, bathroom, kitchen and a second terrace with access from the kitchen. The house is impeccable with parquet floors, oak doors, double glazed windows, pre-installation of air conditioning. It is located in a private urbanization with swimming pool and playground for children. It is sold with two large parking spaces and a large storage room. Being in the Plaza del Ayuntamiento itself, it has all the services within reach... (Health Center, means of transport... parks... Supermarkets. ). Community expenses €73/month. Do not miss the opportunity to come and see this Penthouse in one of the most popular areas today. YOU'LL LOVE IT! We find the financing you need.",True,good,False,True,3109.0,True,False,False,False,False,False,True,True,flat,penthouse,Cuarte de Huerva,Penthouse in monasterio de siresa,,,,
99627898,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/80/20/74/1049836717.jpg,45519,40,2,215000.0,flat,sale,108.0,True,3,2,"Calle Las Cortes, 3",Zaragoza,Zaragoza,Almozara,es,Almozara,41.6611778,-0.8961352,True,https://www.idealista.com/inmueble/99627898/,1493,"Las Cortes Street / Av. lunch. - Floor with garage and storage room. 90m2 useful house distributed in three double bedrooms, the main one with an en-suite bathroom and built-in wardrobes, a second full bathroom, a 20m2 living room with access to a terrace with views and a kitchen with access to a utility room - utility room. Two bedrooms and the hallway have fitted wardrobes. Centralized heating and hot water with individual meters. Split air conditioning in living room. Exterior overlooking avenue. To update, kitchen and bathrooms. Armored main door. Very large garage space measuring 4.90m long by 3.05m wide and a 4m2 storage room. Building with two stairs, freight elevators adapted for people with reduced mobility, video intercom. Very well located a few meters from Plaza Europa, with all services and very well connected. Be sure to watch the 360º virtual tour where you can see this home in detail. The indicated price does not include taxes, notary fees, registration and brokerage fees.",False,good,False,True,1991.0,True,True,False,False,False,False,True,True,flat,,"Almozara, Zaragoza","Flat in Calle Las Cortes, 3",,,,
100783430,https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/27/54/a2/1098738018.jpg,VI-3-5-14-B,57,14,339000.0,flat,sale,144.0,True,4,2,"Avenida Navarra, 104",Zaragoza,Zaragoza,Delicias,es,Bombarda - Monsalud,41.6572104,-0.9132016,True,https://www.idealista.com/obra-nueva/100783430/,2209,"Casanate offers you a unique space to live, large green areas with swimming pool, playground, fully equipped gym and local community. Recharge your electric vehicle or collect your packages from your online purchases through the Citibox system. Connected with modern life. Casanate consists of 198 homes of 2, 3 and 4 bedrooms, with optimal distributions, very bright and with large terraces.",True,newdevelopment,True,True,2354.0,True,False,False,False,False,False,,,flat,,"Bombarda - Monsalud, Zaragoza","Flat in Avenida Navarra, 104",,,,True
100321575,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/83/8f/06/1078524620.jpg,f45,21,3,125000.0,flat,sale,72.0,True,2,1,Calle de Cantín y Gamboa,Zaragoza,Zaragoza,Casco Historico,es,La Magdalena,41.6519873,-0.871904,False,https://www.idealista.com/inmueble/100321575/,1470,,True,good,False,False,1736.0,True,False,False,False,False,False,,,flat,,"La Magdalena, Zaragoza",Flat in Calle de Cantín y Gamboa,,,,
101148090,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/04/45/1111803464.jpg,,36,7,280000.0,flat,sale,105.0,True,2,2,Calle de los Condes de Aragón,Zaragoza,Zaragoza,Pol Universidad Romareda,es,Pol Universidad Romareda,41.6378284,-0.9065586,False,https://www.idealista.com/inmueble/101148090/,1898,"Manor house located in Romareda, exposed brick façade and large garden in the community area. They were two united floors that have been separated and which one of them is sold. Floor distributed in two rooms, (three bedrooms originally) living room, kitchen, two bathrooms and terrace. Totally exterior with South / West orientation. Large garage with very easy access and storage room located in the same building. House to reform with great possibilities: It has two full bathrooms, exterior bedrooms, pre-installation of piped music. It has built-in wardrobes in the hall and throughout the corridor of the house. Located in one of the best area of Romareda Central heating and split air conditioning in the living room. Finca a few minutes from the tram and bus stops. Close to shops, services, sports hall, university area, Aragonia shopping center and hospitals, as well as green areas such as the José Antonio Labordeta park.",False,renew,False,True,2667.0,True,False,False,False,False,False,True,True,flat,,"Pol Universidad Romareda, Zaragoza",Flat in Calle de los Condes de Aragón,,,,
100871269,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6c/ca/a3/1101716798.jpg,f123,31,3,185000.0,flat,sale,90.0,True,3,2,Calle Rincón del Cielo,Zaragoza,Zaragoza,Montecanal-Valdespartera-Rosales del Canal,es,Montecanal-Valdespartera-Rosales del Canal,41.621551,-0.9536348,False,https://www.idealista.com/inmueble/100871269/,6161,"BUYER CLIENT EXEMPT FROM ADDITIONAL FEES. IMPECCABLE APARTMENT in a prominent area of Arcosur, it has about 90 m2 of useful space, very well distributed, with a living room of about 27 m2 with access to a terrace, a square-shaped kitchen with room to put a table and access to another terrace, 3 bedrooms and 2 bathrooms, the main bedroom of almost 14 m2 en suite plus the bathroom inside. The apartment is barely 10 years old, and it is like new. Good general qualities and highlighting the kitchen, with quality furniture and appliances, and a beautiful stone countertop. It has double glazed windows and an enclosure on the kitchen terrace. It has central heating with individual meter, and ducted air conditioning. Windows on opposite sides of the house to generate cross ventilation, it is an intermediate floor with lots of natural light, since it is all exterior to the street and community area. Garage and storage room included, together, spacious and close to the elevator. There is an option to buy a second garage space, close and very spacious. The community area has green areas and a playground. It is a beautiful facing brick urbanization in the center of the neighborhood, in the area with the most homes and close to services and next to the new Arcosur school. VPO housing must meet requirements, if you have doubts we will inform you. We find the financing you need.",True,good,False,True,2056.0,True,False,False,False,False,False,True,True,flat,,"Montecanal-Valdespartera-Rosales del Canal, Zaragoza",Flat in Calle Rincón del Cielo,,,,
95465153,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/3a/5c/919055988.jpg,e500,57,,200000.0,chalet,sale,187.0,False,4,2,moncayo,Zaragoza,La Joyosa,,es,,41.7414318,-1.0754418,False,https://www.idealista.com/inmueble/95465153/,18585,"Buying client exempt from additional fees. IMPECCABLE SINGLE FAMILY HOUSE WITH 3 FLOORS IN LA JOYOSA, READY TO ENTER TO LIVE. On a plot of about 150 m2, the house has 187 m2 built. On the street level it has a large hall, kitchen with a place to eat in it, bathroom with shower, 28 m2 living room and a 53 m2 back garden-terrace. From the hall we access the garage with space for 2 cars and a lot of storage area. On the first floor there are 3 bedrooms and a bathroom, the master bedroom has a dressing room. And upstairs we have a 26 m2 attic room with a beautiful wooden ceiling, and a 22 m2 solarium terrace with unobstructed views. The house is neat and has countless improvements. Remarkable is the pergola-type structure of the solarium, made of stainless steel (the best material for endurance in the open, and the most expensive) with a glass roof. Maintains the loft's luminosity and allows you to use the terrace even on rainy days. The garden is tiled, and has a planter around the outside perimeter to keep the plants. It has a barbecue and a stainless steel oven, a laundry room, and access from the living room and garage. Independent air conditioning on each floor, diesel boiler with 1 tank. 000 liters (all located in the garage) with independent circuit on each floor, double glazed windows and shutters, mosquito nets, water softener, granite countertop and front of the kitchen.. . and many small details that make life easier. There is no community, it is a house without external payments. On the outskirts of La Joyosa but with adjoining houses, it is a quiet area in contact with nature, 20 km and 20 minutes from the center of Zaragoza, with access by highway. We find the financing you need.",True,good,False,,1070.0,True,False,False,False,False,False,True,True,chalet,independantHouse,La Joyosa,Detached house in moncayo,,,,
100783437,https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/8c/b9/e1/1098737212.jpg,VI-4-7-05-B,57,5,255000.0,flat,sale,98.0,True,2,2,"Avenida Navarra, 104",Zaragoza,Zaragoza,Delicias,es,Bombarda - Monsalud,41.6572104,-0.9132016,True,https://www.idealista.com/obra-nueva/100783437/,2209,"Casanate offers you a unique space to live, large green areas with swimming pool, playground, fully equipped gym and local community. Recharge your electric vehicle or collect your packages from your online purchases through the Citibox system. Connected with modern life. Casanate consists of 198 homes of 2, 3 and 4 bedrooms, with optimal distributions, very bright and with large terraces.",True,newdevelopment,True,True,2602.0,True,False,False,False,False,False,,,flat,,"Bombarda - Monsalud, Zaragoza","Flat in Avenida Navarra, 104",,,,True
100556007,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/40/df/9b/1094253028.jpg,605,51,bj,190000.0,flat,sale,121.0,True,3,2,Calle de Aldebarán,Zaragoza,Zaragoza,Oliver y Valdefierro,es,Valdefierro,41.6411128,-0.9338335,False,https://www.idealista.com/inmueble/100556007/,3815,"We sell a very well-kept apartment in a Residential Zone very close to Alcampo in one of the main streets of Valdefierro. Totally EXTERIOR with East-West orientation, very bright and sunny. It is a ground floor with elevator in a building in very good condition and has; Large 22m living room with access to the terrace, security bars on the window and entrance door, with mosquito nets. 3 double bedrooms (main 12m) all with fitted wardrobes. Large fully equipped kitchen with access to a 22m TERRACE to enjoy with various areas, as well as PVC cabinets and awnings throughout. 1 Bathroom en Suite with bathtub and toilet with anti shower tray. Good qualities in the property, such as wooden floors, climalit windows with mosquito nets in all rooms, armored entrance door, etc.. . Heating and hot water by individual gas boiler, Air A. through ducts throughout the floor. 25m wide garage space in direct access with elevator, storage room in the same basement in front of the square. Common recreational areas and children's space for games within the urbanization. Well connected with bus lines (stop at the urbanization gate), and very easy access to roads out of the city with access to highways and dual carriageways. A REAL OPPORTUNITY TO LIVE IN A HIGHLY DEMANDED AREA WITH A FAMILY WITH ALL THE NECESSARY SERVICES WITHIN REACH!",False,good,False,True,1570.0,True,False,False,False,False,False,True,True,flat,,"Valdefierro, Zaragoza",Flat in Calle de Aldebarán,,,,
100595105,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/35/29/1092941204.jpg,f79,36,,134700.0,chalet,sale,350.0,False,9,2,Calle Doctor Bonafonte,Zaragoza,Cadrete,,es,,41.5541621,-0.9591146,False,https://www.idealista.com/inmueble/100595105/,12028,"Buyer customer exempt from additional fees. For sale a large single-family house, located in the center of Cadrete, close to the Town Hall. The house located in 2 streets. The surface of 350 M2 distributed in 9 bedrooms, 2 kitchens, 2 living rooms, 2 bathrooms and coral. Attic, 3 storage rooms and the barn. Each floor of 170 m2. Possibility of segregating into 2 houses legally, under a horizontal property regime. The house has 3 floors. On the ground floor, there is the living room with its fireplace, 2 kitchens, 2 bedrooms and a bathroom. Coral of 40m2. On the first floor, there are 3 bedrooms, a bathroom and a storage room. From the same floor there is access to the attic. On the second floor are the barn and the attic. There is also access to the other left side of the house. House with heating on the ground floor. Diesel and deposit. In the coral the house has a barbecue. High supplies. Terrazzo floors. The house needs updating. Easy parking in the area. The house is perfect for investment. Available to move into. We find the financing you need.",True,good,False,,385.0,True,False,False,False,False,False,,,chalet,terracedHouse,Cadrete,Terraced house in Calle Doctor Bonafonte,,,,
100655787,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/19/01/1094765837.jpg,f92,22,4,129000.0,flat,sale,51.0,True,1,1,Calle del Coso,Zaragoza,Zaragoza,Centro,es,Paseo Independencia,41.6501365,-0.8783321,False,https://www.idealista.com/inmueble/100655787/,905,"Buyer customer exempt from additional fees. Sale of beautiful apartment located in coso alto a few meters from Plaza España. The house is located on the top floor and consists of a living room where it converges with the kitchen and its spacious bathroom. The bedroom becomes the special charm of the house since it is located on the mezzanine.The high ceilings and wooden beams without losing the feeling of spaciousness give a different feeling. It has individual heating, air conditioning, elevator to ground level, video intercom and minimal community fees. We find the financing you need.",True,good,False,True,2529.0,True,False,False,False,False,False,,,flat,,"Paseo Independencia, Zaragoza",Flat in Calle del Coso,,"[{'name': 'apartamentoType', 'text': 'Apartment'}]",,
97225134,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cb/a6/98/1030935229.jpg,VI-1-1-06-B,58,6,393000.0,duplex,sale,142.0,True,4,2,"Avenida Navarra, 104",Zaragoza,Zaragoza,Delicias,es,Bombarda - Monsalud,41.6572104,-0.9132016,True,https://www.idealista.com/obra-nueva/97225134/,2209,"Casanate offers you a unique space to live, large green areas with swimming pool, playground, fully equipped gym and local community. Recharge your electric vehicle or collect your packages from your online purchases through the Citibox system. Connected with modern life. Casanate consists of 198 homes of 2, 3 and 4 bedrooms, with optimal distributions, very bright and with large terraces.",True,newdevelopment,True,True,2768.0,True,False,False,False,False,False,,,flat,duplex,"Bombarda - Monsalud, Zaragoza","Duplex in Avenida Navarra, 104",,,,True
98446586,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d6/62/fc/1071949150.jpg,e885,69,,475000.0,chalet,sale,240.0,False,5,4,Avenida de la Ilustración,Zaragoza,Zaragoza,Montecanal-Valdespartera-Rosales del Canal,es,Montecanal-Valdespartera-Rosales del Canal,41.6306253,-0.9437628,False,https://www.idealista.com/inmueble/98446586/,4973,"Buyer client exempt from additional fees. In the heart of the Montecanal neighborhood, in the Parque de los Príncipes Urbanization, this semi-detached house is for sale. It consists of 4 floors, has a built area of 288 m2, with 232 m2 of living space, plus terraces and a rear garden of almost 60 m2. It is a corner house, gaining in light and privacy. Its distribution: -Street floor is the entrance terrace, hall, kitchen with pantry, toilet, large living room, terrace and back garden. -First floor we have 4 bedrooms and 2 bathrooms, the master bedroom being en suite with a bathroom inside. -Diaphanous loft with full bathroom and 2 terraces. -Basement, cellar-type room with fitted kitchen and private garage. It is a construction of the year 2000, with a facing brick facade and excellent qualities and finishes. The floor of the main floor is white marble, with white lacquered wooden doors and windows, with a beautiful central staircase that runs through the 4 floors also in white wood, which gives it a lot of personality. On the floor of the rooms we have a warm wooden floor, and in the attic and cellar it is stoneware. It has heating with individual gas boiler, with independent circuit and thermostat on each floor. Independent ducted air conditioning on the noble floors of the house, and Split in the attic. The cellar has a large kitchen and living area, and has a draft to put a fireplace. The house has innumerable improvements such as the aluminum enclosure of the entrance that has a wardrobe, mosquito nets on all the windows, awnings, custom-made wardrobes in all the bedrooms, a bathroom in the attic (it was not original) and a wardrobe with folding beds, water softener throughout the house and osmosis in the kitchen, drip and sprinkler irrigation in the garden and small shed, direct entrance door to the garden from the outside, motorized garage door.. . The community is a luxurious gated complex, with paved roads and green areas and children's play areas, swimming pools and sports courts. With the tram stop 5 minutes away, bus stop at the door, lines 55 and 41, and with easy parking on the street. Close to the Montecanal and Eroski Shopping Center, schools.. . A spacious, well-kept home ready to move into one of the most traditional neighborhoods in Zaragoza. We find the financing you need.",True,good,False,,1979.0,True,False,False,False,False,False,True,True,chalet,terracedHouse,"Montecanal-Valdespartera-Rosales del Canal, Zaragoza",Terraced house in Avenida de la Ilustración,,,,
